frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
180, 0, 3.580, 0.98, 1, -86.3, -154.0, 970.2, 0.390, -0.341, 0.098, 0.08, 0.00, 3.24, 0.00, 0.00, 0.06, 0.00, 1.39, 0.00, 1.67, 0.00, 0.07, 0.00, 0.00, 0.76, 0.37, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
181, 0, 3.600, 0.98, 1, -85.9, -154.0, 969.0, 0.391, -0.340, 0.100, 0.08, 0.00, 3.28, 0.00, 0.00, 0.06, 0.00, 1.42, 0.00, 1.66, 0.00, 0.06, 0.00, 0.00, 0.91, 0.37, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
182, 0, 3.620, 0.98, 1, -85.9, -154.3, 971.1, 0.393, -0.346, 0.101, 0.06, 0.00, 3.37, 0.00, 0.00, 0.11, 0.00, 1.57, 0.00, 1.74, 0.00, 0.07, 0.00, 0.00, 0.85, 0.27, 0.32, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
183, 0, 3.640, 0.98, 1, -85.6, -154.6, 971.7, 0.392, -0.344, 0.097, 0.00, 0.00, 3.41, 0.00, 0.00, 0.05, 0.00, 1.68, 0.00, 1.98, 0.00, 0.03, 0.00, 0.00, 0.83, 0.26, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
184, 0, 3.660, 0.98, 1, -85.2, -154.3, 970.4, 0.387, -0.340, 0.094, 0.00, 0.00, 3.36, 0.00, 0.00, 0.12, 0.00, 1.83, 0.00, 2.07, 0.00, 0.03, 0.00, 0.00, 0.79, 0.24, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
185, 0, 3.680, 0.98, 1, -84.7, -154.0, 969.5, 0.383, -0.338, 0.094, 0.00, 0.00, 3.27, 0.00, 0.00, 0.25, 0.00, 1.80, 0.00, 2.00, 0.00, 0.02, 0.00, 0.00, 0.76, 0.29, 0.32, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
186, 0, 3.700, 0.88, 1, -83.9, -153.8, 969.7, 0.370, -0.338, 0.095, 0.00, 0.00, 3.25, 0.00, 0.00, 0.39, 0.00, 1.84, 0.00, 1.91, 0.00, 0.06, 0.00, 0.00, 0.65, 0.42, 0.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
187, 0, 3.720, 0.98, 1, -83.2, -154.2, 969.8, 0.372, -0.343, 0.097, 0.00, 0.00, 3.24, 0.00, 0.00, 0.42, 0.00, 1.77, 0.00, 1.95, 0.00, 0.09, 0.00, 0.00, 0.54, 0.57, 0.53, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
188, 0, 3.740, 0.98, 1, -82.8, -154.6, 971.1, 0.374, -0.345, 0.101, 0.00, 0.00, 3.27, 0.00, 0.00, 0.35, 0.00, 1.78, 0.00, 1.90, 0.00, 0.16, 0.00, 0.00, 0.46, 0.61, 0.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
189, 0, 3.760, 0.98, 1, -82.3, -154.6, 971.5, 0.375, -0.347, 0.103, 0.00, 0.00, 3.24, 0.00, 0.00, 0.31, 0.00, 1.65, 0.00, 1.86, 0.00, 0.12, 0.02, 0.00, 0.52, 0.45, 0.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
190, 0, 3.780, 0.98, 1, -82.2, -155.4, 973.9, 0.373, -0.351, 0.104, 0.00, 0.00, 3.25, 0.00, 0.00, 0.24, 0.00, 1.56, 0.00, 1.86, 0.00, 0.19, 0.02, 0.00, 0.47, 0.32, 0.50, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
191, 0, 3.800, 0.98, 1, -82.1, -156.1, 973.5, 0.370, -0.356, 0.105, 0.00, 0.00, 3.26, 0.00, 0.00, 0.33, 0.00, 1.47, 0.00, 1.87, 0.00, 0.10, 0.02, 0.00, 0.45, 0.15, 0.57, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
192, 0, 3.820, 0.98, 1, -82.1, -156.7, 975.4, 0.367, -0.359, 0.109, 0.00, 0.00, 3.26, 0.00, 0.00, 0.28, 0.00, 1.46, 0.00, 1.93, 0.07, 0.19, 0.00, 0.00, 0.45, 0.18, 0.66, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
193, 0, 3.840, 0.98, 1, -81.9, -156.7, 975.9, 0.361, -0.363, 0.110, 0.00, 0.00, 3.25, 0.00, 0.01, 0.33, 0.00, 1.44, 0.00, 1.91, 0.16, 0.18, 0.00, 0.00, 0.34, 0.19, 0.69, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
194, 0, 3.860, 0.98, 1, -81.8, -157.2, 977.9, 0.364, -0.370, 0.109, 0.00, 0.00, 3.23, 0.00, 0.01, 0.26, 0.00, 1.47, 0.00, 2.08, 0.17, 0.25, 0.00, 0.00, 0.41, 0.22, 0.67, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
195, 0, 3.880, 0.98, 1, -81.3, -157.4, 978.1, 0.360, -0.369, 0.105, 0.00, 0.00, 3.22, 0.00, 0.01, 0.29, 0.00, 1.50, 0.00, 2.14, 0.13, 0.26, 0.00, 0.00, 0.40, 0.25, 0.58, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
196, 0, 3.900, 0.98, 1, -80.5, -157.4, 977.1, 0.358, -0.370, 0.102, 0.00, 0.00, 3.26, 0.00, 0.00, 0.21, 0.00, 1.58, 0.00, 2.23, 0.10, 0.25, 0.00, 0.00, 0.46, 0.30, 0.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
197, 0, 3.920, 0.98, 1, -79.7, -157.6, 977.8, 0.361, -0.371, 0.100, 0.00, 0.00, 3.22, 0.00, 0.00, 0.21, 0.00, 1.55, 0.00, 2.11, 0.21, 0.28, 0.00, 0.00, 0.33, 0.28, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
198, 0, 3.940, 0.98, 1, -79.1, -158.0, 976.7, 0.357, -0.382, 0.098, 0.00, 0.00, 3.20, 0.00, 0.00, 0.25, 0.00, 1.57, 0.00, 2.09, 0.18, 0.28, 0.00, 0.00, 0.22, 0.28, 0.41, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
199, 0, 3.960, 0.98, 1, -78.8, -159.2, 980.1, 0.363, -0.394, 0.100, 0.00, 0.00, 3.11, 0.00, 0.00, 0.35, 0.00, 1.49, 0.00, 2.07, 0.29, 0.31, 0.09, 0.00, 0.13, 0.24, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
200, 0, 3.980, 0.98, 1, -78.4, -159.0, 977.9, 0.351, -0.395, 0.097, 0.00, 0.00, 3.12, 0.00, 0.02, 0.39, 0.00, 1.50, 0.00, 2.15, 0.33, 0.42, 0.11, 0.00, 0.14, 0.26, 0.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
201, 0, 4.000, 0.98, 1, -77.8, -158.6, 974.7, 0.347, -0.391, 0.096, 0.00, 0.00, 3.12, 0.00, 0.02, 0.36, 0.00, 1.57, 0.00, 2.11, 0.56, 0.57, 0.16, 0.00, 0.15, 0.27, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
202, 0, 4.020, 0.98, 1, -77.4, -158.6, 972.8, 0.329, -0.393, 0.091, 0.00, 0.00, 3.18, 0.00, 0.02, 0.42, 0.00, 1.62, 0.00, 2.01, 0.61, 0.59, 0.12, 0.00, 0.31, 0.23, 0.52, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
203, 0, 4.040, 0.98, 1, -77.6, -159.0, 974.3, 0.335, -0.398, 0.095, 0.00, 0.00, 3.26, 0.00, 0.00, 0.43, 0.00, 1.59, 0.00, 2.04, 0.47, 0.39, 0.10, 0.00, 0.40, 0.18, 0.54, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
204, 0, 4.060, 0.98, 1, -77.6, -159.2, 978.0, 0.350, -0.401, 0.099, 0.00, 0.00, 3.34, 0.00, 0.00, 0.47, 0.00, 1.55, 0.00, 2.14, 0.28, 0.18, 0.08, 0.00, 0.47, 0.04, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
205, 0, 4.080, 0.98, 1, -77.7, -159.0, 979.3, 0.356, -0.406, 0.105, 0.00, 0.00, 3.36, 0.00, 0.00, 0.42, 0.00, 1.55, 0.00, 2.15, 0.07, 0.06, 0.05, 0.00, 0.41, 0.02, 0.47, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
206, 0, 4.100, 0.98, 1, -77.5, -159.0, 978.9, 0.358, -0.408, 0.104, 0.00, 0.00, 3.35, 0.00, 0.00, 0.34, 0.00, 1.54, 0.00, 2.13, 0.07, 0.07, 0.16, 0.00, 0.42, 0.05, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
207, 0, 4.120, 0.98, 1, -77.3, -158.5, 977.1, 0.354, -0.404, 0.105, 0.00, 0.00, 3.34, 0.00, 0.00, 0.19, 0.00, 1.47, 0.00, 2.16, 0.03, 0.07, 0.13, 0.00, 0.41, 0.07, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
208, 0, 4.140, 0.98, 1, -77.0, -158.3, 975.3, 0.354, -0.402, 0.104, 0.00, 0.00, 3.36, 0.00, 0.00, 0.10, 0.00, 1.45, 0.00, 2.15, 0.03, 0.21, 0.13, 0.00, 0.33, 0.14, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
209, 0, 4.160, 0.98, 1, -77.2, -158.2, 975.3, 0.347, -0.398, 0.103, 0.00, 0.00, 3.41, 0.00, 0.00, 0.16, 0.00, 1.48, 0.00, 2.22, 0.00, 0.28, 0.02, 0.00, 0.32, 0.16, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
210, 0, 4.180, 0.98, 1, -77.7, -158.4, 978.0, 0.350, -0.398, 0.104, 0.00, 0.00, 3.42, 0.00, 0.00, 0.32, 0.00, 1.53, 0.00, 2.18, 0.02, 0.34, 0.10, 0.00, 0.23, 0.27, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
211, 0, 4.200, 0.98, 1, -77.7, -158.2, 977.4, 0.349, -0.397, 0.104, 0.00, 0.00, 3.50, 0.00, 0.00, 0.47, 0.00, 1.66, 0.00, 2.22, 0.07, 0.28, 0.08, 0.00, 0.20, 0.25, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
212, 0, 4.220, 0.98, 1, -78.0, -158.3, 978.0, 0.345, -0.391, 0.104, 0.00, 0.00, 3.51, 0.00, 0.00, 0.56, 0.00, 1.65, 0.00, 2.16, 0.10, 0.36, 0.08, 0.00, 0.09, 0.33, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
213, 0, 4.240, 0.98, 1, -78.0, -157.8, 976.0, 0.349, -0.396, 0.106, 0.00, 0.00, 3.57, 0.00, 0.00, 0.51, 0.00, 1.65, 0.00, 2.11, 0.09, 0.41, 0.00, 0.00, 0.02, 0.22, 0.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
214, 0, 4.260, 0.98, 1, -77.7, -156.7, 973.0, 0.335, -0.391, 0.104, 0.00, 0.00, 3.54, 0.00, 0.00, 0.56, 0.00, 1.55, 0.00, 2.19, 0.10, 0.42, 0.02, 0.00, 0.02, 0.15, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
215, 0, 4.280, 0.98, 1, -78.4, -157.5, 979.8, 0.345, -0.408, 0.110, 0.00, 0.00, 3.49, 0.00, 0.00, 0.49, 0.00, 1.64, 0.00, 2.17, 0.13, 0.33, 0.14, 0.00, 0.00, 0.02, 0.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
216, 0, 4.300, 0.98, 1, -78.0, -156.3, 972.4, 0.343, -0.401, 0.110, 0.00, 0.00, 3.45, 0.00, 0.00, 0.47, 0.00, 1.65, 0.00, 2.29, 0.15, 0.43, 0.16, 0.00, 0.00, 0.05, 0.30, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
217, 0, 4.320, 0.98, 1, -78.2, -156.5, 972.9, 0.343, -0.394, 0.107, 0.00, 0.00, 3.45, 0.00, 0.00, 0.36, 0.00, 1.73, 0.00, 2.30, 0.08, 0.54, 0.14, 0.00, 0.03, 0.16, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
218, 0, 4.340, 0.98, 1, -78.6, -156.4, 972.0, 0.345, -0.395, 0.108, 0.00, 0.00, 3.53, 0.00, 0.02, 0.34, 0.00, 1.81, 0.00, 2.31, 0.15, 0.61, 0.11, 0.00, 0.06, 0.18, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
219, 0, 4.360, 0.98, 1, -79.1, -157.0, 974.5, 0.341, -0.391, 0.102, 0.00, 0.00, 3.56, 0.00, 0.05, 0.55, 0.00, 1.86, 0.00, 2.22, 0.16, 0.48, 0.20, 0.00, 0.12, 0.15, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
220, 0, 4.380, 0.98, 1, -79.4, -156.2, 969.0, 0.338, -0.380, 0.101, 0.00, 0.00, 3.55, 0.00, 0.04, 0.43, 0.00, 1.85, 0.00, 2.00, 0.18, 0.36, 0.20, 0.00, 0.16, 0.05, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
221, 0, 4.400, 0.88, 1, -80.2, -156.6, 972.7, 0.343, -0.374, 0.095, 0.00, 0.00, 3.45, 0.00, 0.02, 0.39, 0.00, 1.79, 0.00, 1.95, 0.05, 0.38, 0.11, 0.00, 0.15, 0.17, 0.19, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
222, 0, 4.420, 0.88, 1, -80.5, -156.0, 969.8, 0.344, -0.373, 0.096, 0.00, 0.00, 3.46, 0.00, 0.03, 0.23, 0.00, 1.77, 0.00, 1.93, 0.02, 0.39, 0.00, 0.00, 0.15, 0.23, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
223, 0, 4.440, 0.98, 1, -81.0, -156.0, 970.3, 0.343, -0.370, 0.090, 0.00, 0.00, 3.47, 0.00, 0.03, 0.35, 0.00, 1.75, 0.00, 2.10, 0.05, 0.35, 0.00, 0.00, 0.08, 0.26, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
224, 0, 4.460, 0.88, 1, -81.9, -156.2, 972.4, 0.351, -0.367, 0.089, 0.00, 0.00, 3.55, 0.00, 0.03, 0.29, 0.00, 1.62, 0.00, 2.21, 0.15, 0.20, 0.00, 0.00, 0.24, 0.18, 0.19, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
225, 0, 4.480, 0.88, 1, -82.5, -155.9, 972.2, 0.350, -0.361, 0.087, 0.06, 0.00, 3.44, 0.00, 0.07, 0.23, 0.00, 1.46, 0.00, 2.18, 0.37, 0.16, 0.00, 0.00, 0.36, 0.26, 0.44, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
226, 0, 4.500, 0.98, 1, -83.5, -156.0, 973.1, 0.345, -0.348, 0.085, 0.20, 0.00, 3.28, 0.00, 0.11, 0.30, 0.00, 1.47, 0.00, 2.00, 0.47, 0.25, 0.03, 0.00, 0.37, 0.35, 1.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
227, 0, 4.520, 0.98, 1, -86.3, -157.4, 983.8, 0.335, -0.335, 0.081, 0.45, 0.00, 2.92, 0.00, 0.13, 0.44, 0.00, 1.51, 0.00, 1.91, 0.51, 0.31, 0.05, 0.00, 0.30, 0.31, 1.78, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
228, 0, 4.540, 0.98, 1, -88.1, -156.1, 978.4, 0.339, -0.302, 0.070, 0.54, 0.00, 2.55, 0.00, 0.07, 0.36, 0.00, 1.47, 0.07, 1.69, 0.29, 0.37, 0.05, 0.00, 0.40, 0.15, 2.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
229, 0, 4.560, 0.98, 1, -91.5, -157.0, 987.0, 0.348, -0.278, 0.059, 0.63, 0.00, 2.20, 0.00, 0.03, 0.40, 0.00, 1.24, 0.07, 1.43, 0.15, 0.30, 0.01, 0.00, 0.69, 0.01, 2.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
230, 0, 4.580, 0.98, 1, -95.9, -158.1, 996.9, 0.352, -0.224, 0.052, 0.76, 0.00, 1.99, 0.00, 0.01, 0.61, 0.00, 1.23, 0.07, 0.99, 0.04, 0.28, 0.07, 0.00, 0.84, 0.00, 1.93, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
231, 0, 4.600, 0.98, 1, -99.2, -156.8, 991.3, 0.351, -0.185, 0.042, 0.80, 0.00, 1.75, 0.00, 0.00, 0.74, 0.00, 1.36, 0.00, 0.87, 0.04, 0.37, 0.15, 0.00, 0.64, 0.00, 1.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
232, 0, 4.620, 0.98, 1, -97.9, -148.3, 939.8, 0.322, -0.151, 0.031, 0.58, 0.00, 1.65, 0.00, 0.00, 0.57, 0.00, 1.38, 0.00, 0.72, 0.04, 0.45, 0.36, 0.00, 0.43, 0.00, 0.82, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
233, 0, 4.640, 0.98, 1, -100.4, -146.9, 933.0, 0.301, -0.107, 0.017, 0.20, 0.00, 1.65, 0.00, 0.00, 0.18, 0.00, 1.24, 0.00, 0.65, 0.00, 0.59, 0.48, 0.00, 0.27, 0.00, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
234, 0, 4.660, 0.98, 1, -102.4, -144.4, 921.1, 0.262, -0.071, -0.006, 0.00, 0.00, 1.91, 0.00, 0.13, 0.05, 0.00, 1.08, 0.00, 0.67, 0.00, 0.47, 0.47, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
235, 0, 4.680, 0.98, 1, -103.6, -141.2, 903.3, 0.271, -0.043, -0.026, 0.00, 0.00, 2.15, 0.00, 0.35, 0.00, 0.00, 1.16, 0.00, 1.00, 0.00, 0.32, 0.27, 0.00, 0.31, 0.00, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
236, 0, 4.700, 0.98, 1, -106.9, -141.1, 908.3, 0.311, -0.015, -0.052, 0.00, 0.00, 2.46, 0.00, 0.59, 0.02, 0.00, 1.22, 0.05, 1.29, 0.17, 0.12, 0.09, 0.00, 0.26, 0.00, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
237, 0, 4.720, 0.88, 1, -112.4, -144.4, 930.7, 0.364, 0.040, -0.077, 0.00, 0.00, 2.70, 0.00, 0.75, 0.09, 0.00, 1.27, 0.10, 1.19, 0.38, 0.01, 0.18, 0.00, 0.23, 0.00, 0.76, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
238, 0, 4.740, 0.98, 1, -116.6, -146.0, 939.6, 0.405, 0.075, -0.093, 0.16, 0.00, 2.80, 0.00, 0.77, 0.12, 0.06, 1.22, 0.14, 0.92, 0.90, 0.00, 0.29, 0.00, 0.46, 0.00, 1.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
239, 0, 4.760, 0.98, 1, -120.4, -146.8, 948.4, 0.455, 0.097, -0.096, 0.45, 0.00, 2.81, 0.00, 0.78, 0.12, 0.26, 1.32, 0.09, 0.65, 1.11, 0.00, 0.37, 0.00, 0.58, 0.00, 1.20, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
240, 0, 4.780, 0.98, 1, -122.9, -147.1, 952.5, 0.507, 0.120, -0.113, 0.77, 0.00, 2.80, 0.00, 0.75, 0.26, 0.48, 1.52, 0.07, 0.51, 1.35, 0.00, 0.32, 0.00, 0.50, 0.00, 1.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
